Date,Start (ET),Visitor/Neutral,PTS_Visitor,Home/Neutral,PTS_Home,OT?,Attend.,Arena,Notes,Season
Thu Jan 6 2011,8:00p,Oklahoma City Thunder,99,Dallas Mavericks,95,,20282,American Airlines Center,,2011
Thu Jan 6 2011,10:30p,Denver Nuggets,102,Sacramento Kings,122,,13184,Power Balance Pavilion,,2011
Fri Jan 7 2011,7:00p,San Antonio Spurs,90,Indiana Pacers,87,,14157,Conseco Fieldhouse,,2011
Fri Jan 7 2011,7:00p,Chicago Bulls,99,Philadelphia 76ers,105,,15303,Wells Fargo Center,,2011
Fri Jan 7 2011,7:00p,New Jersey Nets,77,Washington Wizards,97,,16017,Verizon Center,,2011
Fri Jan 7 2011,7:30p,Toronto Raptors,102,Boston Celtics,122,,18624,TD Garden,,2011
Fri Jan 7 2011,8:00p,Utah Jazz,99,Memphis Grizzlies,110,,14781,FedEx Forum,,2011
Fri Jan 7 2011,8:00p,Portland Trail Blazers,108,Minnesota Timberwolves,98,,12213,Target Center,,2011
Fri Jan 7 2011,8:00p,Houston Rockets,95,Orlando Magic,110,,19107,Amway Center,,2011
Fri Jan 7 2011,8:30p,Miami Heat,101,Milwaukee Bucks,95,OT,18717,Bradley Center,,2011
Fri Jan 7 2011,10:30p,Cleveland Cavaliers,98,Golden State Warriors,116,,18858,Oracle Arena,,2011
Fri Jan 7 2011,10:30p,New Orleans Hornets,97,Los Angeles Lakers,101,,18997,STAPLES Center,,2011
Fri Jan 7 2011,10:30p,New York Knicks,121,Phoenix Suns,96,,17621,US Airways Center,,2011
Sat Jan 8 2011,7:00p,Indiana Pacers,93,Atlanta Hawks,108,,13547,Philips Arena,,2011
Sat Jan 8 2011,7:00p,Washington Wizards,89,Charlotte Bobcats,104,,16038,Time Warner Cable Arena,,2011
Sat Jan 8 2011,7:00p,Milwaukee Bucks,115,New Jersey Nets,92,,12898,Prudential Center,,2011
Sat Jan 8 2011,7:30p,Philadelphia 76ers,109,Detroit Pistons,112,OT,20038,The Palace of Auburn Hills,,2011
Sat Jan 8 2011,8:00p,Boston Celtics,79,Chicago Bulls,90,,22663,United Center,,2011
Sat Jan 8 2011,8:00p,Memphis Grizzlies,100,Oklahoma City Thunder,109,,18203,Chesapeake Energy Arena,,2011
Sat Jan 8 2011,8:30p,Orlando Magic,117,Dallas Mavericks,107,,20178,American Airlines Center,,2011
Sat Jan 8 2011,8:30p,Utah Jazz,103,Houston Rockets,99,OT,16113,Toyota Center,,2011
Sun Jan 9 2011,1:00p,Sacramento Kings,112,Toronto Raptors,118,,17206,Air Canada Centre,,2011
Sun Jan 9 2011,3:30p,Golden State Warriors,91,Los Angeles Clippers,105,,17696,STAPLES Center,,2011
Sun Jan 9 2011,7:00p,Minnesota Timberwolves,91,San Antonio Spurs,94,,18581,AT&T Center,,2011
Sun Jan 9 2011,8:00p,Cleveland Cavaliers,100,Phoenix Suns,108,,17031,US Airways Center,,2011
Sun Jan 9 2011,9:00p,New Orleans Hornets,96,Denver Nuggets,87,,16283,Pepsi Center,,2011
Sun Jan 9 2011,9:00p,Miami Heat,107,Portland Trail Blazers,100,OT,20636,Rose Garden Arena,,2011
Sun Jan 9 2011,9:30p,New York Knicks,87,Los Angeles Lakers,109,,18997,STAPLES Center,,2011
Mon Jan 10 2011,7:00p,Memphis Grizzlies,82,Charlotte Bobcats,96,,10188,Time Warner Cable Arena,,2011
Mon Jan 10 2011,7:30p,Houston Rockets,108,Boston Celtics,102,,18624,TD Garden,,2011
Mon Jan 10 2011,8:00p,Detroit Pistons,82,Chicago Bulls,95,,21407,United Center,,2011
Tue Jan 11 2011,7:00p,Indiana Pacers,111,Philadelphia 76ers,103,,10890,Wells Fargo Center,,2011
Tue Jan 11 2011,7:00p,Sacramento Kings,133,Washington Wizards,136,OT,16226,Verizon Center,,2011
Tue Jan 11 2011,8:00p,San Antonio Spurs,107,Minnesota Timberwolves,96,,11209,Target Center,,2011
Tue Jan 11 2011,9:00p,Phoenix Suns,98,Denver Nuggets,132,,14874,Pepsi Center,,2011
Tue Jan 11 2011,10:00p,New York Knicks,100,Portland Trail Blazers,86,,20604,Rose Garden Arena,,2011
Tue Jan 11 2011,10:30p,Cleveland Cavaliers,57,Los Angeles Lakers,112,,18997,STAPLES Center,,2011
Wed Jan 12 2011,7:00p,Chicago Bulls,91,Charlotte Bobcats,96,,12468,Time Warner Cable Arena,,2011
Wed Jan 12 2011,7:00p,Dallas Mavericks,89,Indiana Pacers,102,,11204,Conseco Fieldhouse,,2011
Wed Jan 12 2011,7:00p,Atlanta Hawks,104,Toronto Raptors,101,,14186,Air Canada Centre,,2011
Wed Jan 12 2011,7:30p,Sacramento Kings,95,Boston Celtics,119,,18624,TD Garden,,2011
Wed Jan 12 2011,7:30p,Memphis Grizzlies,107,Detroit Pistons,99,,13068,The Palace of Auburn Hills,,2011
Wed Jan 12 2011,8:00p,San Antonio Spurs,91,Milwaukee Bucks,84,,14061,Bradley Center,,2011
Wed Jan 12 2011,8:00p,Orlando Magic,89,New Orleans Hornets,92,OT,13688,New Orleans Arena,,2011
Wed Jan 12 2011,8:30p,Oklahoma City Thunder,118,Houston Rockets,112,,16158,Toyota Center,,2011
Wed Jan 12 2011,9:00p,New Jersey Nets,109,Phoenix Suns,118,OT,16334,US Airways Center,,2011
Wed Jan 12 2011,9:00p,New York Knicks,125,Utah Jazz,131,,19911,EnergySolutions Arena,,2011
Wed Jan 12 2011,10:30p,Los Angeles Lakers,115,Golden State Warriors,110,,19596,Oracle Arena,,2011
Wed Jan 12 2011,10:30p,Miami Heat,105,Los Angeles Clippers,111,,19803,STAPLES Center,,2011
Thu Jan 13 2011,8:00p,Washington Wizards,97,Minnesota Timberwolves,109,,11437,Target Center,,2011
Thu Jan 13 2011,8:00p,Orlando Magic,124,Oklahoma City Thunder,125,,18203,Chesapeake Energy Arena,,2011
Thu Jan 13 2011,10:30p,Miami Heat,102,Denver Nuggets,130,,19155,Pepsi Center,,2011
Fri Jan 14 2011,7:00p,Chicago Bulls,99,Indiana Pacers,86,,18165,Conseco Fieldhouse,,2011
Fri Jan 14 2011,7:00p,Milwaukee Bucks,94,Philadelphia 76ers,95,,12650,Wells Fargo Center,,2011
Fri Jan 14 2011,7:00p,Detroit Pistons,101,Toronto Raptors,95,,16924,Air Canada Centre,,2011
Fri Jan 14 2011,7:30p,Charlotte Bobcats,94,Boston Celtics,99,,18624,TD Garden,,2011
Fri Jan 14 2011,7:30p,Sacramento Kings,93,New York Knicks,83,,19763,Madison Square Garden (IV),,2011
Fri Jan 14 2011,8:00p,Dallas Mavericks,89,San Antonio Spurs,101,,18581,AT&T Center,,2011
Fri Jan 14 2011,8:30p,New Orleans Hornets,110,Houston Rockets,105,OT,13616,Toyota Center,,2011
Fri Jan 14 2011,9:00p,Cleveland Cavaliers,99,Utah Jazz,121,,19911,EnergySolutions Arena,,2011
Fri Jan 14 2011,10:30p,Los Angeles Clippers,112,Golden State Warriors,122,,19273,Oracle Arena,,2011
Fri Jan 14 2011,10:30p,New Jersey Nets,88,Los Angeles Lakers,100,,18997,STAPLES Center,,2011
Fri Jan 14 2011,10:30p,Portland Trail Blazers,111,Phoenix Suns,115,,17412,US Airways Center,,2011
Sat Jan 15 2011,7:00p,Houston Rockets,112,Atlanta Hawks,106,,13420,Philips Arena,,2011
Sat Jan 15 2011,7:00p,New Orleans Hornets,88,Charlotte Bobcats,81,,17486,Time Warner Cable Arena,,2011
Sat Jan 15 2011,7:00p,Toronto Raptors,95,Washington Wizards,98,,14652,Verizon Center,,2011
Sat Jan 15 2011,7:30p,Sacramento Kings,106,Detroit Pistons,110,,18784,The Palace of Auburn Hills,,2011
Sat Jan 15 2011,8:00p,Miami Heat,96,Chicago Bulls,99,,23017,United Center,,2011
Sat Jan 15 2011,8:00p,Dallas Mavericks,70,Memphis Grizzlies,89,,15812,FedEx Forum,,2011
Sat Jan 15 2011,8:00p,Orlando Magic,108,Minnesota Timberwolves,99,,17391,Target Center,,2011
Sat Jan 15 2011,9:00p,Cleveland Cavaliers,99,Denver Nuggets,127,,17668,Pepsi Center,,2011
Sat Jan 15 2011,10:00p,New Jersey Nets,89,Portland Trail Blazers,96,,20441,Rose Garden Arena,,2011
Sun Jan 16 2011,3:30p,Los Angeles Lakers,92,Los Angeles Clippers,99,,19905,STAPLES Center,,2011
Sun Jan 16 2011,9:00p,Denver Nuggets,97,San Antonio Spurs,110,,18581,AT&T Center,,2011
Mon Jan 17 2011,1:00p,Chicago Bulls,96,Memphis Grizzlies,84,,18119,FedEx Forum,,2011
Mon Jan 17 2011,1:00p,Phoenix Suns,129,New York Knicks,121,,19763,Madison Square Garden (IV),,2011
Mon Jan 17 2011,1:00p,Utah Jazz,101,Washington Wizards,108,,14925,Verizon Center,,2011
Mon Jan 17 2011,2:00p,Charlotte Bobcats,92,Philadelphia 76ers,96,OT,13508,Wells Fargo Center,,2011
Mon Jan 17 2011,3:00p,Milwaukee Bucks,84,Houston Rockets,93,,16186,Toyota Center,,2011
Mon Jan 17 2011,3:00p,Toronto Raptors,81,New Orleans Hornets,85,,15155,New Orleans Arena,,2011
Mon Jan 17 2011,3:30p,Dallas Mavericks,89,Detroit Pistons,103,,12660,The Palace of Auburn Hills,,2011
Mon Jan 17 2011,3:30p,Indiana Pacers,107,Los Angeles Clippers,114,,15863,STAPLES Center,,2011
Mon Jan 17 2011,4:00p,Sacramento Kings,98,Atlanta Hawks,100,,14820,Philips Arena,,2011
Mon Jan 17 2011,4:00p,New Jersey Nets,100,Golden State Warriors,109,,18563,Oracle Arena,,2011
Mon Jan 17 2011,8:00p,Orlando Magic,106,Boston Celtics,109,,18624,TD Garden,,2011
Mon Jan 17 2011,10:00p,Minnesota Timberwolves,102,Portland Trail Blazers,113,,20239,Rose Garden Arena,,2011
Mon Jan 17 2011,10:30p,Oklahoma City Thunder,94,Los Angeles Lakers,101,,18997,STAPLES Center,,2011
Tue Jan 18 2011,7:30p,Atlanta Hawks,93,Miami Heat,89,OT,19600,AmericanAirlines Arena,,2011
Tue Jan 18 2011,8:00p,Charlotte Bobcats,83,Chicago Bulls,82,,21263,United Center,,2011
Wed Jan 19 2011,7:00p,Phoenix Suns,106,Cleveland Cavaliers,98,,20562,Quicken Loans Arena,,2011
Wed Jan 19 2011,7:00p,Utah Jazz,95,New Jersey Nets,103,,13251,Prudential Center,,2011
Wed Jan 19 2011,7:00p,Philadelphia 76ers,98,Orlando Magic,99,OT,18846,Amway Center,,2011
Wed Jan 19 2011,7:30p,Detroit Pistons,82,Boston Celtics,86,,18624,TD Garden,,2011
Wed Jan 19 2011,8:00p,Washington Wizards,87,Milwaukee Bucks,100,,14007,Bradley Center,,2011
Wed Jan 19 2011,8:00p,Memphis Grizzlies,102,New Orleans Hornets,103,OT,15951,New Orleans Arena,,2011
Wed Jan 19 2011,8:30p,New York Knicks,89,Houston Rockets,104,,15903,Toyota Center,,2011
Wed Jan 19 2011,8:30p,Toronto Raptors,95,San Antonio Spurs,104,,18581,AT&T Center,,2011
Wed Jan 19 2011,9:00p,Los Angeles Lakers,100,Dallas Mavericks,109,,20365,American Airlines Center,,2011
Wed Jan 19 2011,9:00p,Oklahoma City Thunder,107,Denver Nuggets,112,,16872,Pepsi Center,,2011
Wed Jan 19 2011,10:00p,Portland Trail Blazers,94,Sacramento Kings,90,OT,12722,Power Balance Pavilion,,2011
Wed Jan 19 2011,10:30p,Indiana Pacers,108,Golden State Warriors,110,,18185,Oracle Arena,,2011
Wed Jan 19 2011,10:30p,Minnesota Timberwolves,111,Los Angeles Clippers,126,,17793,STAPLES Center,,2011
Thu Jan 20 2011,7:00p,Philadelphia 76ers,97,Charlotte Bobcats,100,,14326,Time Warner Cable Arena,,2011
Thu Jan 20 2011,8:00p,Dallas Mavericks,77,Chicago Bulls,82,,21397,United Center,,2011
Thu Jan 20 2011,10:30p,Los Angeles Clippers,93,Portland Trail Blazers,108,,20630,Rose Garden Arena,,2011
Fri Jan 21 2011,7:00p,Detroit Pistons,74,New Jersey Nets,89,,13316,Prudential Center,,2011
Fri Jan 21 2011,7:00p,Toronto Raptors,72,Orlando Magic,112,,19047,Amway Center,,2011
Fri Jan 21 2011,7:00p,Phoenix Suns,109,Washington Wizards,91,,15716,Verizon Center,,2011
Fri Jan 21 2011,7:30p,New Orleans Hornets,100,Atlanta Hawks,59,,14875,Philips Arena,,2011
Fri Jan 21 2011,7:30p,Utah Jazz,86,Boston Celtics,110,,18624,TD Garden,,2011
Fri Jan 21 2011,7:30p,Milwaukee Bucks,102,Cleveland Cavaliers,88,,20562,Quicken Loans Arena,,2011
Fri Jan 21 2011,8:00p,Houston Rockets,110,Memphis Grizzlies,115,,13458,FedEx Forum,,2011
Fri Jan 21 2011,8:00p,New York Knicks,92,San Antonio Spurs,101,,18581,AT&T Center,,2011
Fri Jan 21 2011,10:30p,Los Angeles Lakers,107,Denver Nuggets,97,,19155,Pepsi Center,,2011
Fri Jan 21 2011,10:30p,Sacramento Kings,112,Golden State Warriors,119,OT,18428,Oracle Arena,,2011
Sat Jan 22 2011,7:00p,Atlanta Hawks,103,Charlotte Bobcats,87,,17286,Time Warner Cable Arena,,2011
Sat Jan 22 2011,7:00p,Dallas Mavericks,87,New Jersey Nets,86,,14051,Prudential Center,,2011
Sat Jan 22 2011,7:00p,Boston Celtics,83,Washington Wizards,85,,20278,Verizon Center,,2011
Sat Jan 22 2011,7:30p,Phoenix Suns,74,Detroit Pistons,75,,21326,The Palace of Auburn Hills,,2011
Sat Jan 22 2011,7:30p,Toronto Raptors,103,Miami Heat,120,,20025,AmericanAirlines Arena,,2011
Sat Jan 22 2011,7:30p,Utah Jazz,85,Philadelphia 76ers,96,,14036,Wells Fargo Center,,2011
Sat Jan 22 2011,8:00p,Cleveland Cavaliers,79,Chicago Bulls,92,,21389,United Center,,2011
Sat Jan 22 2011,8:00p,San Antonio Spurs,72,New Orleans Hornets,96,,18023,New Orleans Arena,,2011
Sat Jan 22 2011,8:00p,New York Knicks,98,Oklahoma City Thunder,101,,18203,Chesapeake Energy Arena,,2011
Sat Jan 22 2011,8:30p,Orlando Magic,118,Houston Rockets,104,,18052,Toyota Center,,2011
Sat Jan 22 2011,8:30p,Memphis Grizzlies,94,Milwaukee Bucks,81,,16157,Bradley Center,,2011
Sat Jan 22 2011,10:00p,Indiana Pacers,92,Portland Trail Blazers,97,,20563,Rose Garden Arena,,2011
Sat Jan 22 2011,10:30p,Golden State Warriors,109,Los Angeles Clippers,113,,19373,STAPLES Center,,2011
Sun Jan 23 2011,8:00p,Indiana Pacers,107,Denver Nuggets,121,,17047,Pepsi Center,,2011
Mon Jan 24 2011,7:00p,Cleveland Cavaliers,101,New Jersey Nets,103,,10197,Prudential Center,,2011
Mon Jan 24 2011,7:00p,Detroit Pistons,103,Orlando Magic,96,,19098,Amway Center,,2011
Mon Jan 24 2011,7:00p,Phoenix Suns,95,Philadelphia 76ers,105,,14881,Wells Fargo Center,,2011
Mon Jan 24 2011,7:00p,Memphis Grizzlies,100,Toronto Raptors,98,,14127,Air Canada Centre,,2011
Mon Jan 24 2011,7:30p,Washington Wizards,106,New York Knicks,115,,19763,Madison Square Garden (IV),,2011
Mon Jan 24 2011,8:00p,Milwaukee Bucks,83,Chicago Bulls,92,,21126,United Center,,2011
Mon Jan 24 2011,8:00p,Houston Rockets,129,Minnesota Timberwolves,125,,11983,Target Center,,2011
Mon Jan 24 2011,8:00p,Oklahoma City Thunder,89,New Orleans Hornets,91,,17233,New Orleans Arena,,2011
Mon Jan 24 2011,10:00p,Sacramento Kings,96,Portland Trail Blazers,81,,20488,Rose Garden Arena,,2011
Mon Jan 24 2011,10:30p,San Antonio Spurs,113,Golden State Warriors,102,,18523,Oracle Arena,,2011
Tue Jan 25 2011,7:00p,Denver Nuggets,120,Washington Wizards,109,,16121,Verizon Center,,2011
Tue Jan 25 2011,7:30p,Cleveland Cavaliers,95,Boston Celtics,112,,18624,TD Garden,,2011
Tue Jan 25 2011,8:30p,Los Angeles Clippers,105,Dallas Mavericks,112,,20335,American Airlines Center,,2011
Tue Jan 25 2011,10:00p,Charlotte Bobcats,94,Sacramento Kings,89,,13984,Power Balance Pavilion,,2011
Tue Jan 25 2011,10:30p,Utah Jazz,91,Los Angeles Lakers,120,,18997,STAPLES Center,,2011
Wed Jan 26 2011,7:00p,Orlando Magic,111,Indiana Pacers,96,,12164,Conseco Fieldhouse,,2011
Wed Jan 26 2011,7:00p,Memphis Grizzlies,88,New Jersey Nets,93,,8866,Prudential Center,,2011
Wed Jan 26 2011,7:00p,Philadelphia 76ers,107,Toronto Raptors,94,,14552,Air Canada Centre,,2011
Wed Jan 26 2011,7:30p,Denver Nuggets,109,Detroit Pistons,100,,16212,The Palace of Auburn Hills,,2011
Wed Jan 26 2011,8:00p,Atlanta Hawks,90,Milwaukee Bucks,98,,13274,Bradley Center,,2011
Wed Jan 26 2011,8:00p,Oklahoma City Thunder,118,Minnesota Timberwolves,117,OT,14979,Target Center,,2011
Wed Jan 26 2011,8:30p,Los Angeles Clippers,83,Houston Rockets,96,,18147,Toyota Center,,2011
Wed Jan 26 2011,9:00p,Charlotte Bobcats,114,Phoenix Suns,107,,16986,US Airways Center,,2011
Wed Jan 26 2011,9:30p,San Antonio Spurs,112,Utah Jazz,105,,19911,EnergySolutions Arena,,2011
Wed Jan 26 2011,10:30p,New Orleans Hornets,112,Golden State Warriors,103,,18108,Oracle Arena,,2011
Thu Jan 27 2011,8:00p,Miami Heat,88,New York Knicks,93,,19763,Madison Square Garden (IV),,2011
Thu Jan 27 2011,8:30p,Houston Rockets,106,Dallas Mavericks,111,,20088,American Airlines Center,,2011
Thu Jan 27 2011,10:30p,Boston Celtics,88,Portland Trail Blazers,78,,20706,Rose Garden Arena,,2011
Fri Jan 28 2011,7:00p,New Jersey Nets,92,Indiana Pacers,124,,11337,Conseco Fieldhouse,,2011
Fri Jan 28 2011,7:00p,Memphis Grizzlies,99,Philadelphia 76ers,94,,14289,Wells Fargo Center,,2011
Fri Jan 28 2011,7:00p,Milwaukee Bucks,116,Toronto Raptors,110,OT,15159,Air Canada Centre,,2011
Fri Jan 28 2011,7:30p,New York Knicks,102,Atlanta Hawks,111,,19069,Philips Arena,,2011
Fri Jan 28 2011,7:30p,Denver Nuggets,117,Cleveland Cavaliers,103,,19642,Quicken Loans Arena,,2011
Fri Jan 28 2011,7:30p,Detroit Pistons,87,Miami Heat,88,,19805,AmericanAirlines Arena,,2011
Fri Jan 28 2011,8:00p,Orlando Magic,90,Chicago Bulls,99,,21676,United Center,,2011
Fri Jan 28 2011,8:00p,Washington Wizards,117,Oklahoma City Thunder,124,2OT,18203,Chesapeake Energy Arena,,2011
Fri Jan 28 2011,9:00p,Minnesota Timberwolves,100,Utah Jazz,108,,19911,EnergySolutions Arena,,2011
Fri Jan 28 2011,10:30p,Charlotte Bobcats,121,Golden State Warriors,113,OT,18407,Oracle Arena,,2011
Fri Jan 28 2011,10:30p,Sacramento Kings,100,Los Angeles Lakers,95,,18997,STAPLES Center,,2011
Fri Jan 28 2011,10:30p,Boston Celtics,71,Phoenix Suns,88,,18422,US Airways Center,,2011
Sat Jan 29 2011,8:00p,Indiana Pacers,89,Chicago Bulls,110,,21611,United Center,,2011
Sat Jan 29 2011,8:00p,Washington Wizards,93,Memphis Grizzlies,107,,14722,FedEx Forum,,2011
Sat Jan 29 2011,8:00p,Toronto Raptors,87,Minnesota Timberwolves,103,,14991,Target Center,,2011
Sat Jan 29 2011,8:30p,Atlanta Hawks,91,Dallas Mavericks,102,,20309,American Airlines Center,,2011
Sat Jan 29 2011,8:30p,New Jersey Nets,81,Milwaukee Bucks,91,,17173,Bradley Center,,2011
Sat Jan 29 2011,8:30p,Houston Rockets,95,San Antonio Spurs,108,,18581,AT&T Center,,2011
Sat Jan 29 2011,10:00p,New Orleans Hornets,96,Sacramento Kings,102,,14534,Power Balance Pavilion,,2011
Sat Jan 29 2011,10:30p,Charlotte Bobcats,88,Los Angeles Clippers,103,,18332,STAPLES Center,,2011
Sun Jan 30 2011,1:00p,Miami Heat,108,Oklahoma City Thunder,103,,18203,Chesapeake Energy Arena,,2011
Sun Jan 30 2011,3:30p,Boston Celtics,109,Los Angeles Lakers,96,,18997,STAPLES Center,,2011
Sun Jan 30 2011,6:00p,Cleveland Cavaliers,87,Orlando Magic,103,,18846,Amway Center,,2011
Sun Jan 30 2011,6:00p,Denver Nuggets,99,Philadelphia 76ers,110,,15612,Wells Fargo Center,,2011
Sun Jan 30 2011,7:30p,Detroit Pistons,106,New York Knicks,124,,19763,Madison Square Garden (IV),,2011
Sun Jan 30 2011,8:00p,New Orleans Hornets,102,Phoenix Suns,104,,17921,US Airways Center,,2011
Sun Jan 30 2011,10:00p,Utah Jazz,81,Golden State Warriors,96,,18187,Oracle Arena,,2011
Mon Jan 31 2011,7:00p,Toronto Raptors,93,Indiana Pacers,104,,10258,Conseco Fieldhouse,,2011
Mon Jan 31 2011,7:00p,Denver Nuggets,99,New Jersey Nets,115,,14039,Prudential Center,,2011
Mon Jan 31 2011,7:30p,Cleveland Cavaliers,90,Miami Heat,117,,19600,AmericanAirlines Arena,,2011
Mon Jan 31 2011,8:00p,Orlando Magic,97,Memphis Grizzlies,100,,13513,FedEx Forum,,2011
Mon Jan 31 2011,8:30p,Washington Wizards,92,Dallas Mavericks,102,,19724,American Airlines Center,,2011
Mon Jan 31 2011,9:00p,Charlotte Bobcats,78,Utah Jazz,83,,19499,EnergySolutions Arena,,2011
Mon Jan 31 2011,10:30p,Milwaukee Bucks,98,Los Angeles Clippers,105,,17218,STAPLES Center,,2011
Tue Feb 1 2011,8:00p,Washington Wizards,89,New Orleans Hornets,97,,13921,New Orleans Arena,,2011
Tue Feb 1 2011,10:00p,San Antonio Spurs,86,Portland Trail Blazers,99,,20364,Rose Garden Arena,,2011
Tue Feb 1 2011,10:00p,Boston Celtics,95,Sacramento Kings,90,,16482,Power Balance Pavilion,,2011
Tue Feb 1 2011,10:30p,Houston Rockets,106,Los Angeles Lakers,114,OT,18997,STAPLES Center,,2011
Wed Feb 2 2011,7:00p,Toronto Raptors,87,Atlanta Hawks,100,,14025,Philips Arena,,2011
Wed Feb 2 2011,7:00p,Indiana Pacers,117,Cleveland Cavaliers,112,,18877,Quicken Loans Arena,,2011
Wed Feb 2 2011,7:00p,Philadelphia 76ers,106,New Jersey Nets,92,,10057,Prudential Center,,2011
Wed Feb 2 2011,7:30p,Charlotte Bobcats,97,Detroit Pistons,87,,14376,The Palace of Auburn Hills,,2011
Wed Feb 2 2011,7:30p,Dallas Mavericks,113,New York Knicks,97,,19763,Madison Square Garden (IV),,2011
Wed Feb 2 2011,8:00p,Memphis Grizzlies,102,Minnesota Timberwolves,84,,12662,Target Center,,2011
Wed Feb 2 2011,8:00p,New Orleans Hornets,93,Oklahoma City Thunder,104,,17849,Chesapeake Energy Arena,,2011
Wed Feb 2 2011,9:00p,Portland Trail Blazers,90,Denver Nuggets,109,,15258,Pepsi Center,,2011
Wed Feb 2 2011,9:00p,Milwaukee Bucks,77,Phoenix Suns,92,,16422,US Airways Center,,2011
Wed Feb 2 2011,9:00p,Houston Rockets,97,Utah Jazz,96,,19619,EnergySolutions Arena,,2011
Wed Feb 2 2011,10:30p,Chicago Bulls,106,Los Angeles Clippers,88,,19368,STAPLES Center,,2011
Thu Feb 3 2011,8:00p,Miami Heat,104,Orlando Magic,100,,18945,Amway Center,,2011
Thu Feb 3 2011,10:30p,Milwaukee Bucks,94,Golden State Warriors,100,,18008,Oracle Arena,,2011
Thu Feb 3 2011,10:30p,San Antonio Spurs,89,Los Angeles Lakers,88,,18997,STAPLES Center,,2011
Fri Feb 4 2011,7:00p,Miami Heat,109,Charlotte Bobcats,97,,19592,Time Warner Cable Arena,,2011
Fri Feb 4 2011,7:00p,Portland Trail Blazers,87,Indiana Pacers,100,,11778,Conseco Fieldhouse,,2011
Fri Feb 4 2011,7:00p,New York Knicks,98,Philadelphia 76ers,100,,18823,Wells Fargo Center,,2011
Fri Feb 4 2011,7:00p,Minnesota Timberwolves,100,Toronto Raptors,111,,14389,Air Canada Centre,,2011
Fri Feb 4 2011,7:00p,Orlando Magic,110,Washington Wizards,92,,18940,Verizon Center,,2011
Fri Feb 4 2011,7:30p,Los Angeles Clippers,100,Atlanta Hawks,101,,19363,Philips Arena,,2011
Fri Feb 4 2011,7:30p,New Jersey Nets,82,Detroit Pistons,92,,17304,The Palace of Auburn Hills,,2011
Fri Feb 4 2011,8:00p,Dallas Mavericks,101,Boston Celtics,97,,18624,TD Garden,,2011
Fri Feb 4 2011,8:00p,Cleveland Cavaliers,105,Memphis Grizzlies,112,,11932,FedEx Forum,,2011
Fri Feb 4 2011,9:00p,Oklahoma City Thunder,111,Phoenix Suns,107,,16274,US Airways Center,,2011
Fri Feb 4 2011,10:00p,San Antonio Spurs,113,Sacramento Kings,100,,15772,Power Balance Pavilion,,2011
Fri Feb 4 2011,10:30p,Utah Jazz,113,Denver Nuggets,106,,19155,Pepsi Center,,2011
Sat Feb 5 2011,7:00p,Dallas Mavericks,101,Charlotte Bobcats,92,,17743,Time Warner Cable Arena,,2011
Sat Feb 5 2011,7:00p,Atlanta Hawks,99,Washington Wizards,92,,16256,Verizon Center,,2011
Sat Feb 5 2011,7:30p,Portland Trail Blazers,111,Cleveland Cavaliers,105,,19975,Quicken Loans Arena,,2011
Sat Feb 5 2011,8:00p,Los Angeles Lakers,101,New Orleans Hornets,95,,18426,New Orleans Arena,,2011
Sat Feb 5 2011,8:30p,Memphis Grizzlies,93,Houston Rockets,95,OT,18195,Toyota Center,,2011
Sat Feb 5 2011,8:30p,Detroit Pistons,89,Milwaukee Bucks,78,,15791,Bradley Center,,2011
Sat Feb 5 2011,8:30p,Denver Nuggets,113,Minnesota Timberwolves,100,,15389,Target Center,,2011
Sat Feb 5 2011,9:00p,Oklahoma City Thunder,121,Utah Jazz,105,,19711,EnergySolutions Arena,,2011
Sat Feb 5 2011,10:30p,Chicago Bulls,90,Golden State Warriors,101,,19596,Oracle Arena,,2011
Sun Feb 6 2011,12:00p,Los Angeles Clippers,79,Miami Heat,97,,19702,AmericanAirlines Arena,,2011
Sun Feb 6 2011,12:00p,Indiana Pacers,105,New Jersey Nets,86,,13167,Prudential Center,,2011
Sun Feb 6 2011,12:00p,Philadelphia 76ers,103,New York Knicks,117,,19763,Madison Square Garden (IV),,2011
Sun Feb 6 2011,2:30p,Orlando Magic,80,Boston Celtics,91,,18624,TD Garden,,2011
Mon Feb 7 2011,7:00p,Boston Celtics,89,Charlotte Bobcats,94,,19081,Time Warner Cable Arena,,2011
Mon Feb 7 2011,8:00p,Los Angeles Lakers,93,Memphis Grizzlies,84,,18119,FedEx Forum,,2011
Mon Feb 7 2011,8:00p,Minnesota Timberwolves,104,New Orleans Hornets,92,,13401,New Orleans Arena,,2011
Mon Feb 7 2011,8:30p,Cleveland Cavaliers,96,Dallas Mavericks,99,,19875,American Airlines Center,,2011
Mon Feb 7 2011,9:00p,Houston Rockets,108,Denver Nuggets,103,,14595,Pepsi Center,,2011
Mon Feb 7 2011,10:00p,Chicago Bulls,103,Portland Trail Blazers,109,,20534,Rose Garden Arena,,2011
Mon Feb 7 2011,10:00p,Utah Jazz,107,Sacramento Kings,104,,11509,Power Balance Pavilion,,2011
Mon Feb 7 2011,10:30p,Phoenix Suns,104,Golden State Warriors,92,,18002,Oracle Arena,,2011
Tue Feb 8 2011,7:00p,Philadelphia 76ers,117,Atlanta Hawks,83,,12903,Philips Arena,,2011
Tue Feb 8 2011,7:00p,Los Angeles Clippers,85,Orlando Magic,101,,18987,Amway Center,,2011
